x,y,z,Cell Type
446.27,278.99,18.421,Unknown
431.98,288.94,15.394,Unknown
752.89,17.148,27.929,keratinocytes
619.99,63.419,14.784,Dendritic cells
333.05,101.32,19.993,Unknown
360.3,135.43,18.499,keratinocytes
713.41,180.71,14.916,Unknown
707.65,180.53,16.16,CD4 T
679.27,194.62,15.84,Unknown
148.89,196.51,14.095,Unknown
494.16,196.5,19.747,Unknown
732.38,195.18,24.341,Unknown
155.35,220.05,14.502,keratinocytes
160.15,223.41,16.864,keratinocytes
145.85,234.68,16.439,keratinocytes
9.7137,342.68,15.863,Unknown
9.0572,354.08,14.915,Tumor
704.06,17.982,28.659,keratinocytes
303.42,98.689,24.096,Unknown
727.17,137.54,17.259,CD11B+ CD11C- cells
690.3,184.65,19.3,Unknown
643.05,196.15,15.661,Unknown
133.53,226.96,15.521,keratinocytes
559.4,251.17,11.706,Unknown
150.9,253.22,23.494,Unknown
24.103,353.76,15.092,Tumor
3.4771,355.63,14.992,Unknown
743.95,50.3,14.57,CD4 T
751.13,101.81,25.78,Unknown
578.78,98.92,25.357,Unknown
302.26,105.43,28.287,Unknown
715.45,116.98,23.283,Unknown
752.07,126.2,26.513,Unknown
709.04,195.8,15.711,Unknown
715.78,196.91,15.584,Unknown
19.342,353.54,15.839,CD11B+ CD11C- cells
27.08,359.29,16.34,Tumor
715.08,10.345,17.317,Tissue T
716.21,19.655,26.689,keratinocytes
747.17,17.557,28.189,keratinocytes
721.53,38.892,15.541,Tumor
728.28,49.027,15.926,Unknown
740.62,49.722,15.835,CD4 T
545.23,53.049,19.936,keratinocytes
617.5,64.463,14.775,Dendritic cells
352.98,123.29,14.958,Tumor
345.96,122.89,16.381,keratinocytes
729.35,142.93,14.769,Unknown
760.7,165.8,16.385,Tissue T
267.41,187.21,30.378,Unknown
683.18,195.67,20.935,Unknown
247.71,193.88,27.443,Unknown
540.88,219.84,26.242,Unknown
156.35,237.42,15.982,Tissue T
45.676,259.66,14.34,keratinocytes
14.712,348.13,16.171,CD11B+ CD11C- cells
14.397,355.85,16.019,Tumor
716.5,38.185,24.997,Unknown
718.62,57.077,19.035,Unknown
738.98,58.679,14.957,Endothelial
490.11,59.137,18.343,Tumor
546.08,60.261,26.005,keratinocytes
344.96,64.513,20.081,Unknown
284.43,117.38,17.798,Unknown
728.61,127.33,16.072,Unknown
761.58,167.98,15.834,Tumor
759.56,173.17,17.992,CD11B+ CD11C- cells
751.71,197.99,15.834,Unknown
513.75,225.76,22.226,Unknown
161.24,229.36,15.281,keratinocytes
125.71,236.8,16.01,keratinocytes
555.89,258.23,16.242,Unknown
47.963,258.16,16.432,keratinocytes
565.12,261.94,18.97,Unknown
551.39,283.83,20.432,Unknown
736.72,51.089,14.239,Tumor
492.43,58.108,16.892,Tumor
483.63,64.011,17.466,Tumor
419.73,92.169,25.418,keratinocytes
353.58,102.58,17.956,keratinocytes
341.86,130.18,15.912,CD8 T
762.63,147.96,17.917,CD8 T
262.38,192.63,21.24,keratinocytes
752.77,195.44,16.244,Unknown
474.89,202.74,26.817,Dendritic cells
99.149,215.56,18.198,Unknown
154.24,239.11,17.952,CD4 T
537.11,261.14,18.309,Unknown
76.478,263.8,17.973,Unknown
451.63,279.82,28.606,Unknown
4.1865,337.7,14.714,Unknown
8.1309,339.32,20.147,Unknown
34.611,382.98,34.228,Unknown
700.34,6.5888,17.334,keratinocytes
694.47,7.0791,16.313,Tumor
727.28,34.578,34.4,Unknown
737.05,45.83,16.974,Tissue T
730.9,49.316,16.547,Tissue T
745.54,51.982,16.409,Tumor
756.2,51.742,16.432,Tumor
745.26,54.726,16.781,Tissue T
728.95,64.727,16.883,CD4 T
351.72,118.97,15.993,keratinocytes
350.52,121.39,17.932,keratinocytes
732.81,128.58,15.793,Unknown
337.15,139.29,18.307,keratinocytes
596.55,198.14,19.377,Unknown
221.24,198.09,22.051,Unknown
180.53,212.96,18.493,keratinocytes
566.27,210.93,26.323,Unknown
235.84,213.27,20.504,keratinocytes
160.38,233.66,16.491,keratinocytes
112.52,245.56,17.374,keratinocytes
535.18,263.15,20.787,Unknown
569.3,263.68,32.485,Unknown
74.474,277.44,20.648,keratinocytes
629.66,19.95,16.951,keratinocytes
609.65,32.665,20.338,keratinocytes
495.69,56.295,17.143,CD11B+ CD11C- cells
331.43,72.093,26.967,keratinocytes
713.05,95.118,32.609,Macrophage
349.54,124.27,16.83,keratinocytes
738.17,126.46,17.575,CD11B+ CD11C- cells
296.8,185.69,20.27,keratinocytes
636.3,196.16,17.861,Unknown
520.79,215.36,19.251,Unknown
152.04,232.59,17.065,keratinocytes
121.06,242.77,17.952,keratinocytes
533.8,245.74,29.084,Unknown
564.73,250.34,16.996,Unknown
98.909,259.0,15.266,keratinocytes
519.71,261.95,22.568,Unknown
572.06,286.6,20.366,Unknown
300.16,355.66,17.532,T reg
240.67,382.31,17.256,Unknown
748.22,36.358,19.251,Unknown
555.12,42.283,17.097,keratinocytes
526.21,48.076,18.908,keratinocytes
545.08,48.799,18.788,Tumor
737.14,58.27,17.486,B cells
511.33,59.541,17.328,Tumor
580.33,69.972,18.395,Tumor
480.04,82.452,19.928,keratinocytes
754.31,99.001,25.378,Macrophage
435.33,97.068,20.846,keratinocytes
353.42,106.82,17.055,keratinocytes
348.76,108.36,17.544,CD4 T
728.99,123.48,17.568,Unknown
733.61,128.04,28.146,CD11B+ CD11C- cells
340.71,125.99,18.835,keratinocytes
329.65,130.65,17.097,Tumor
302.6,142.55,25.865,Unknown
759.05,168.72,19.337,Tissue T
731.31,177.01,17.718,CD4 T
536.69,187.56,30.709,Unknown
611.98,192.71,17.329,CD8 T
661.67,194.9,21.589,Unknown
737.87,198.68,17.787,Unknown
86.61,213.69,15.711,Unknown
191.39,218.68,19.336,keratinocytes
521.09,225.71,20.87,Unknown
137.79,228.38,18.156,Unknown
146.48,239.72,17.261,keratinocytes
150.18,248.4,17.01,keratinocytes
497.45,273.01,22.222,Unknown
346.5,297.67,20.767,Unknown
689.2,10.805,23.012,Tumor
723.85,44.553,16.251,Tumor
677.78,46.383,18.732,Tumor
577.98,47.134,18.836,CD11B+ CD11C- cells
429.87,90.477,21.633,keratinocytes
707.73,105.21,22.825,Unknown
342.81,116.12,20.881,keratinocytes
333.67,130.62,17.898,Tissue T
287.39,124.16,28.687,Unknown
345.23,132.6,17.155,keratinocytes
742.95,133.76,18.891,Dendritic cells
701.32,147.44,19.57,CD11B+ CD11C- cells
677.08,147.3,46.151,Unknown
760.46,191.06,18.067,Unknown
506.0,193.11,25.235,Unknown
197.51,205.13,17.621,Unknown
142.73,218.52,16.211,Unknown
174.35,224.09,19.301,keratinocytes
358.65,244.08,33.125,Unknown
160.1,238.3,16.943,keratinocytes
125.71,252.87,17.818,Tissue T
85.082,257.76,17.824,Unknown
84.06,267.64,17.963,keratinocytes
90.935,267.74,17.435,keratinocytes
503.64,274.43,20.035,Unknown
79.177,277.83,27.71,keratinocytes
30.079,350.85,17.543,Dendritic cells
19.358,359.55,17.114,Tumor
726.98,27.049,22.901,Unknown
696.9,41.878,17.432,Tissue T
549.56,46.056,18.031,CD4 T
753.81,48.416,17.562,Tissue T
718.45,49.45,18.164,Tumor
733.0,50.004,17.352,Tissue T
498.44,50.171,18.088,keratinocytes
350.38,57.328,23.476,keratinocytes
485.34,61.131,18.518,Tumor
732.85,65.263,16.651,Unknown
526.39,68.859,17.635,CD11B+ CD11C- cells
585.04,73.54,18.751,Tumor
537.3,77.173,16.945,Dendritic cells
494.76,82.53,25.301,keratinocytes
613.03,91.084,17.779,Unknown
353.72,91.559,19.269,Unknown
721.3,91.379,18.492,Unknown
523.21,97.554,18.261,Tissue T
761.53,103.49,30.356,Unknown
380.91,104.49,18.619,CD11B+ CD11C- cells
338.24,108.66,17.836,keratinocytes
365.77,109.53,17.496,Tumor
368.7,111.43,18.304,keratinocytes
373.29,115.19,18.737,CD11B+ CD11C- cells
339.59,118.64,17.859,CD8 T
732.38,125.84,18.912,Endothelial
372.6,142.9,24.91,Tumor
670.43,163.02,26.733,Unknown
736.68,174.79,20.18,Unknown
697.97,176.21,28.249,Unknown
708.48,188.18,18.112,Unknown
746.53,192.08,18.219,Unknown
626.46,197.05,17.2,Unknown
171.45,197.68,16.278,Unknown
653.34,197.15,18.439,Unknown
606.58,197.11,17.933,Unknown
756.74,198.11,16.218,Unknown
206.38,217.17,22.645,keratinocytes
138.7,222.44,19.135,Unknown
145.69,230.89,17.327,keratinocytes
510.77,242.68,18.452,CD11B+ CD11C- cells
573.19,253.95,17.905,Macrophage
552.4,254.18,18.024,Unknown
94.048,258.89,17.141,Tumor
562.84,269.18,18.515,Unknown
466.03,288.89,21.43,Unknown
720.68,25.545,23.955,keratinocytes
714.97,30.716,27.879,Unknown
681.33,46.178,17.163,Tumor
754.93,54.292,18.374,Tumor
536.41,65.757,23.513,keratinocytes
619.33,66.794,16.674,Tumor
331.44,79.051,19.632,keratinocytes
461.86,89.861,23.268,keratinocytes
394.94,99.204,18.298,CD11B+ CD11C- cells
406.01,98.823,38.579,Tumor
505.54,100.75,18.125,Tissue T
388.22,102.1,18.73,keratinocytes
752.54,102.95,18.902,Dendritic cells
350.11,104.47,18.722,keratinocytes
333.17,109.49,18.634,CD11B+ CD11C- cells
353.16,121.32,18.745,Tumor
622.26,154.76,17.351,CD11B+ CD11C- cells
734.84,179.8,18.495,Unknown
303.75,181.89,21.875,keratinocytes
731.41,188.14,17.242,Unknown
742.88,191.91,20.626,Unknown
666.17,195.19,19.045,Unknown
485.21,194.45,32.324,Unknown
239.23,208.98,30.276,keratinocytes
176.72,217.11,19.489,keratinocytes
159.52,230.36,18.823,keratinocytes
164.76,241.15,18.102,keratinocytes
149.73,244.04,17.509,keratinocytes
136.57,247.55,18.16,CD11B+ CD11C- cells
116.12,256.42,18.078,keratinocytes
110.79,260.23,18.052,keratinocytes
552.6,264.05,17.458,CD4 T
113.88,266.34,18.208,keratinocytes
351.59,336.86,22.878,Unknown
379.43,360.53,24.208,Unknown
463.87,32.288,27.357,keratinocytes
492.64,37.069,20.295,Unknown
694.28,44.967,17.756,Dendritic cells
744.66,48.411,18.966,Tissue T
635.88,49.338,28.886,keratinocytes
574.75,53.86,19.754,keratinocytes
450.71,55.09,19.096,keratinocytes
477.45,68.779,19.913,Tumor
728.23,68.284,23.136,Unknown
619.83,69.531,18.713,Tissue T
473.32,72.219,17.908,CD11B+ CD11C- cells
534.39,73.017,21.672,keratinocytes
535.18,77.74,17.915,Dendritic cells
473.84,88.639,25.323,keratinocytes
429.66,89.664,30.268,Unknown
689.21,101.42,18.552,CD4 T
337.51,104.43,18.395,Tumor
358.75,110.94,28.521,Unknown
377.31,114.07,17.474,CD11B+ CD11C- cells
736.86,115.23,23.276,Unknown
330.75,117.34,19.549,keratinocytes
396.33,118.49,18.23,Tumor
371.37,122.32,19.12,CD11B+ CD11C- cells
447.37,125.41,18.54,Tissue T
399.81,127.07,19.526,keratinocytes
423.84,128.21,17.34,Dendritic cells
726.67,128.96,18.286,CD11B+ CD11C- cells
762.89,153.15,22.741,CD11B+ CD11C- cells
325.27,163.38,27.123,Unknown
703.41,179.87,18.727,Unknown
679.58,197.35,19.344,Unknown
498.54,200.53,24.449,Endothelial
462.6,201.73,23.07,Unknown
215.04,210.12,20.439,keratinocytes
110.81,216.7,17.295,Unknown
166.61,226.92,19.761,keratinocytes
134.75,230.77,17.656,Unknown
156.13,241.63,17.756,keratinocytes
122.44,246.6,17.293,keratinocytes
147.33,251.32,18.416,keratinocytes
113.29,262.35,18.025,Tumor
90.888,263.7,17.261,keratinocytes
559.63,267.19,21.206,Unknown
80.159,269.56,17.738,Tumor
564.02,285.82,21.034,Macrophage
496.46,289.37,18.392,Unknown
630.56,33.672,17.918,Tumor
472.1,41.84,25.434,Unknown
600.21,43.572,19.895,Tumor
463.88,44.01,19.953,keratinocytes
547.75,51.138,21.612,Tumor
446.96,54.378,21.515,Unknown
542.08,56.429,21.279,Tumor
610.87,73.653,18.605,Tumor
536.32,83.197,18.888,Tumor
428.26,87.295,17.173,Tumor
447.01,92.138,15.931,keratinocytes
748.36,121.31,21.91,Macrophage
756.82,126.45,23.423,Unknown
758.18,133.75,19.371,CD11B+ CD11C- cells
759.16,140.56,19.87,Unknown
739.18,140.51,19.694,Macrophage
733.72,174.94,19.475,Unknown
732.81,183.66,18.002,CD4 T
684.4,189.34,18.648,Unknown
707.67,197.63,26.787,Unknown
498.14,195.43,18.318,Unknown
522.66,220.56,19.747,CD11B+ CD11C- cells
156.51,224.45,18.537,keratinocytes
389.34,235.64,32.556,Unknown
63.789,281.91,21.643,keratinocytes
748.67,12.495,19.347,keratinocytes
741.87,31.728,19.455,Tumor
720.3,42.778,18.395,Tumor
715.99,45.79,17.889,Unknown
712.3,45.534,19.088,keratinocytes
581.05,48.572,19.826,Tissue T
725.19,49.632,18.656,Tumor
540.91,51.805,19.199,keratinocytes
731.55,54.769,19.503,Tissue T
648.85,55.164,18.671,Unknown
442.91,57.693,19.887,Unknown
491.07,62.026,19.356,keratinocytes
569.06,62.389,19.547,Tissue T
565.5,64.773,20.371,CD11B+ CD11C- cells
563.54,64.827,25.052,Unknown
489.66,68.012,19.757,CD11B+ CD11C- cells
537.73,69.182,25.927,Unknown
542.83,72.774,18.877,Tumor
740.0,75.595,22.485,Macrophage
540.51,83.806,18.211,Unknown
410.44,95.364,20.199,Tumor
486.33,99.996,18.903,Tissue T
502.22,105.95,20.072,Tumor
362.01,126.28,18.948,CD11B+ CD11C- cells
324.86,129.94,19.187,keratinocytes
347.98,129.92,19.059,keratinocytes
741.19,135.1,19.137,Dendritic cells
387.57,140.53,18.908,Tumor
712.48,151.5,19.267,Macrophage
594.44,164.6,19.495,Endothelial
699.33,173.1,19.094,Unknown
306.37,177.12,22.568,keratinocytes
760.19,181.13,17.916,CD11B+ CD11C- cells
747.77,197.48,19.767,Unknown
753.37,198.62,23.209,Unknown
187.82,213.69,18.818,keratinocytes
181.08,219.3,20.667,keratinocytes
406.76,220.77,23.976,Unknown
271.2,223.61,27.222,Unknown
141.41,235.72,19.35,Tissue T
573.5,238.0,18.144,Unknown
163.18,248.27,19.032,Tissue T
120.54,254.65,17.628,keratinocytes
40.25,265.72,18.805,keratinocytes
102.92,267.14,18.679,keratinocytes
12.682,352.24,18.854,CD11B+ CD11C- cells
18.269,356.14,17.851,Tumor
243.51,381.58,19.554,Unknown
751.94,16.49,19.211,keratinocytes
504.83,22.313,25.302,Unknown
693.8,33.141,21.197,keratinocytes
475.67,40.01,17.614,keratinocytes
653.94,40.702,23.282,keratinocytes
745.01,44.743,19.744,Tumor
522.75,45.227,19.468,keratinocytes
665.69,53.228,19.029,Tissue T
715.54,53.307,20.112,Tissue T
733.76,54.786,22.234,B cells
640.79,54.422,19.008,Tissue T
756.81,55.173,18.69,Dendritic cells
559.28,58.189,21.626,Tissue T
649.53,59.642,22.117,Unknown
555.67,59.211,23.604,Dendritic cells
615.52,66.744,18.603,Tissue T
731.15,66.366,20.905,Macrophage
601.0,72.386,19.357,Dendritic cells
727.58,74.974,22.45,Endothelial
760.84,84.408,23.634,Unknown
447.13,86.841,26.571,keratinocytes
387.73,92.631,19.887,keratinocytes
407.52,95.697,19.25,keratinocytes
376.87,106.04,19.393,CD11B+ CD11C- cells
371.0,106.12,19.072,keratinocytes
396.51,106.96,20.798,keratinocytes
748.64,106.53,27.02,Unknown
389.18,110.56,19.736,keratinocytes
400.67,112.45,19.449,Tumor
289.5,113.65,21.715,Unknown
488.5,118.83,19.471,Endothelial
360.23,122.76,18.345,keratinocytes
426.23,131.02,18.348,Tumor
739.42,135.36,18.926,Dendritic cells
338.84,148.56,18.947,keratinocytes
683.81,147.26,31.051,CD11B+ CD11C- cells
695.14,156.27,18.612,Macrophage
710.5,178.28,19.705,Unknown
690.15,190.98,19.151,Unknown
604.95,194.22,21.986,Unknown
729.32,195.09,18.794,Unknown
631.24,197.67,20.572,Unknown
515.76,215.52,18.629,CD11B+ CD11C- cells
183.33,221.39,18.996,Tumor
567.89,236.79,18.867,Dendritic cells
168.28,241.3,18.47,Tumor
553.99,243.94,20.134,Macrophage
525.91,262.01,22.058,Unknown
10.752,273.87,28.176,Unknown
87.331,276.87,20.027,keratinocytes
403.58,287.49,21.838,Unknown
410.58,294.42,27.977,Unknown
380.52,365.56,23.234,Dendritic cells
762.33,12.046,19.592,keratinocytes
689.81,12.84,18.942,Tumor
475.72,27.894,19.614,Unknown
749.09,47.419,19.896,Unknown
708.13,54.587,19.526,Dendritic cells
637.34,55.451,20.305,Tumor
580.73,55.893,19.687,keratinocytes
555.45,56.358,19.927,keratinocytes
646.01,60.559,19.116,Tissue T
630.99,63.492,19.009,Tumor
545.69,67.081,20.828,CD11B+ CD11C- cells
588.7,72.319,18.083,Tumor
606.96,72.073,19.276,Tissue T
612.98,73.334,19.995,Tissue T
574.03,75.388,18.275,Unknown
542.44,76.393,19.799,Tumor
730.1,77.019,19.686,Endothelial
537.21,80.214,18.633,Dendritic cells
723.97,85.061,20.194,Endothelial
421.51,85.638,21.011,keratinocytes
433.95,87.825,19.625,keratinocytes
421.14,97.299,28.333,Tumor
375.78,105.71,27.405,keratinocytes
484.45,107.9,19.207,Tumor
749.9,112.11,19.84,Tissue T
483.89,112.19,19.759,Tumor
660.17,114.44,22.599,Endothelial
418.83,114.24,19.468,Dendritic cells
411.06,117.47,19.636,keratinocytes
389.06,118.51,32.351,Tumor
734.55,119.95,21.477,Macrophage
375.45,121.12,18.87,Tumor
453.43,122.6,18.931,Tissue T
451.42,126.76,19.6,Tumor
352.41,128.42,18.058,keratinocytes
446.49,128.8,20.712,Tumor
737.52,132.19,20.321,CD11B+ CD11C- cells
368.67,133.35,19.679,keratinocytes
733.09,134.53,17.705,CD11B+ CD11C- cells
359.72,140.56,20.915,Tumor
755.31,140.97,20.276,CD11B+ CD11C- cells
328.11,144.04,21.724,keratinocytes
347.62,149.53,18.99,Tissue T
341.63,152.5,19.865,keratinocytes
701.51,155.73,19.729,Macrophage
321.67,166.48,19.374,keratinocytes
679.41,172.21,19.806,CD11B+ CD11C- cells
760.16,178.45,19.555,CD11B+ CD11C- cells
519.33,189.42,23.879,Macrophage
689.6,194.01,21.218,Unknown
496.37,197.4,19.408,Unknown
704.63,197.0,17.942,Unknown
326.19,202.86,19.971,Tumor
211.33,205.5,18.793,keratinocytes
446.0,206.04,18.479,Unknown
177.16,232.44,20.267,keratinocytes
450.92,236.36,31.712,Unknown
292.28,234.46,20.665,Endothelial
150.73,251.44,19.892,Tumor
120.26,260.35,19.019,keratinocytes
539.29,267.31,20.36,Dendritic cells
69.913,279.56,20.048,keratinocytes
563.47,282.89,20.869,Macrophage
1.9562,290.22,23.493,Unknown
524.53,291.04,24.049,Unknown
13.377,342.88,19.95,Unknown
716.25,12.232,19.797,keratinocytes
696.82,30.598,18.902,Tissue T
527.16,37.512,18.683,keratinocytes
739.12,44.768,20.765,Tissue T
726.5,44.926,19.658,Tumor
587.6,48.058,20.598,Tumor
671.36,49.238,18.905,Tumor
579.73,51.308,20.811,keratinocytes
662.99,52.309,20.205,Tissue T
644.06,52.798,21.155,Unknown
685.01,55.616,20.255,Endothelial
578.05,58.181,19.864,Tumor
448.67,58.75,20.412,Unknown
508.55,62.134,18.43,keratinocytes
747.81,64.646,20.447,T reg
352.72,66.891,20.063,keratinocytes
616.74,69.2,19.704,Tissue T
426.53,78.947,19.335,Tumor
416.82,82.135,19.704,Tissue T
488.44,81.761,26.739,keratinocytes
408.76,86.771,18.889,Tumor
388.8,96.426,20.733,Unknown
477.32,106.34,19.689,CD11B+ CD11C- cells
715.25,105.9,27.966,Unknown
391.8,109.05,19.692,T reg
489.08,109.41,20.784,Tumor
358.43,110.99,19.218,keratinocytes
396.78,111.67,19.891,Tumor
760.32,115.62,25.013,Unknown
356.23,127.22,19.125,Tumor
752.83,132.37,20.484,Tissue T
692.77,135.63,19.155,Endothelial
737.45,134.56,18.02,Unknown
344.83,138.18,19.582,keratinocytes
407.48,139.52,18.923,Dendritic cells
657.18,142.31,31.536,CD11B+ CD11C- cells
361.89,145.83,20.38,Tumor
758.47,151.43,32.753,Unknown
329.7,162.5,19.695,Tumor
755.49,161.38,19.371,Unknown
542.13,182.25,20.449,Macrophage
721.68,185.56,23.073,Unknown
737.92,185.65,19.635,Unknown
699.06,188.7,19.052,Unknown
608.72,192.69,17.932,Macrophage
315.68,206.01,19.304,Tissue T
549.71,209.1,22.365,Unknown
265.39,212.91,19.948,Tissue T
150.85,219.67,22.159,Unknown
171.63,229.54,20.271,keratinocytes
165.42,236.47,20.123,keratinocytes
129.78,246.44,19.836,keratinocytes
314.31,257.71,33.34,Unknown
114.44,249.04,21.519,Unknown
417.89,250.84,35.599,Macrophage
143.61,253.23,20.532,keratinocytes
563.32,254.91,19.103,Unknown
112.0,257.73,20.808,Tumor
552.68,260.19,19.227,Unknown
88.823,261.37,17.202,keratinocytes
507.74,263.16,20.107,Unknown
80.803,266.1,19.931,keratinocytes
34.261,280.42,19.557,keratinocytes
6.6518,286.58,24.467,Unknown
368.8,312.69,24.028,Unknown
359.14,324.14,26.492,Unknown
12.17,338.98,19.52,Unknown
24.726,354.34,21.211,Langerhan cells
253.6,382.57,20.348,Unknown
474.76,23.701,22.74,keratinocytes
478.44,24.643,20.516,Unknown
628.26,33.81,21.353,Tumor
476.22,39.319,22.648,keratinocytes
762.18,49.208,20.207,Unknown
751.74,53.324,20.507,Tumor
682.38,53.35,20.398,Endothelial
712.88,53.347,25.76,Tissue T
566.26,54.473,20.515,keratinocytes
724.55,54.743,20.512,Dendritic cells
375.57,56.375,19.436,keratinocytes
760.47,57.454,19.638,Unknown
594.12,58.406,21.188,CD11B+ CD11C- cells
617.25,62.156,20.099,keratinocytes
762.44,62.694,20.022,CD4 T
740.53,63.352,20.684,Unknown
757.94,64.476,18.894,Dendritic cells
563.5,67.464,18.942,Tissue T
731.14,70.724,19.886,Macrophage
736.78,70.051,21.603,Unknown
609.73,70.379,19.348,Tissue T
615.4,71.703,19.983,Dendritic cells
606.03,76.004,19.678,CD8 T
724.44,78.834,21.35,Endothelial
727.75,81.603,20.866,Endothelial
477.18,81.928,25.57,keratinocytes
535.44,85.756,19.021,Tumor
694.23,82.389,21.338,Endothelial
478.66,90.243,24.544,keratinocytes
608.42,92.827,21.974,Dendritic cells
729.16,92.129,18.726,Endothelial
477.61,93.855,19.363,CD11B+ CD11C- cells
364.36,96.339,22.332,Tumor
513.38,97.228,20.426,Tumor
696.27,97.98,20.282,Unknown
580.14,97.578,20.055,Dendritic cells
497.33,103.07,20.586,Unknown
403.86,107.19,21.617,keratinocytes
471.24,104.49,23.568,keratinocytes
371.61,113.11,21.81,keratinocytes
404.58,114.2,19.388,CD11B+ CD11C- cells
462.85,115.45,19.794,Tissue T
681.71,115.37,21.732,Dendritic cells
728.51,121.23,20.669,CD8 T
449.65,121.27,20.184,Unknown
410.53,134.22,19.212,Tumor
387.79,136.01,20.218,Tumor
363.51,136.41,20.732,keratinocytes
629.71,148.51,20.363,T reg
330.03,149.49,20.936,keratinocytes
729.46,154.91,19.782,Macrophage
326.76,163.09,20.006,Tumor
353.94,170.2,22.757,Tissue T
326.74,173.72,21.201,keratinocytes
738.91,180.7,20.846,Dendritic cells
641.49,191.59,19.214,Unknown
356.39,188.39,29.125,Endothelial
568.6,196.56,22.477,Unknown
662.45,197.79,22.608,Unknown
711.83,197.64,19.572,Unknown
191.22,209.05,17.996,keratinocytes
546.5,211.78,20.948,Unknown
184.6,215.74,18.647,Tissue T
168.47,220.44,22.054,keratinocytes
185.54,225.73,21.558,keratinocytes
